# generated by ews.run on 2026-04-19T03:28:19, loader=synthetic
date,vix,term_spread,credit_spread
2009-06-30,12.743108190098317,1.6994690893167173,2.0565956996103982
2009-07-31,11.481115858245722,1.3842799496062927,2.33028730741943
2009-08-31,10.0,1.4142174742287645,2.2531872517411067
2009-09-30,13.399778793204696,1.364222769675589,1.9810582062126219
2009-10-31,20.474168878372865,1.3722196006630698,1.9112036080707868
2009-11-30,14.696946173144449,1.941186016545091,2.4373572177947573
2009-12-31,19.01216169363663,1.5772372798349712,2.1474737151792485
2010-01-31,20.4721960844524,1.3128332263195217,2.235165808956421
2010-02-28,12.238357996752963,1.372449699509318,2.1814210391600604
2010-03-31,11.713957899322093,1.4719862559622667,1.827649020828063
2010-04-30,15.233141888408209,0.9402821789078551,1.6456933790980306
2010-05-31,13.90036829620625,1.6854924863517164,1.9652728634419567
2010-06-30,16.008537747690433,1.637644542220457,1.8240927313981896
2010-07-31,16.850881971421874,1.338926696386877,1.6544661011758786
2010-08-31,14.827300618734697,1.6147611724810116,2.0677178101999605
2010-09-30,15.96450851656354,1.9784730531875452,2.0825824320617556
2010-10-31,18.93620801781204,1.9476286676995906,1.7411829353677502
2010-11-30,12.88363536938514,1.8487424450245862,1.8403874529517874
2010-12-31,16.08904969090999,1.7138631938848699,2.178141278258634
2011-01-31,21.264658545943327,1.7991288274066939,2.2138785339411475
2011-02-28,13.681873857258426,1.6589725335586436,2.0628543989013735
2011-03-31,12.021203620178632,1.7834598092953704,2.161447306915713
2011-04-30,16.136470241893292,1.4533815878031173,1.7603397710598425
2011-05-31,16.598572220675898,1.5936878238891288,1.8337690031513443
2011-06-30,19.486612147298587,1.2805593907033932,1.5753799299915117
2011-07-31,19.1191812726781,1.4193267923795785,1.9747940829373969
2011-08-31,27.48744983152484,1.1788074478565194,2.2510474749448437
2011-09-30,27.933393048459237,1.832190497629588,2.161461637242146
2011-10-31,29.05572555984762,1.2828195197746266,1.8535076026559085
2011-11-30,26.36243060671449,1.917422671917637,2.032888246045965
2011-12-31,33.450616627639896,1.2465295901979545,2.036207025919401
2012-01-31,19.533585816425735,1.4329978476133969,2.2062228917843485
2012-02-29,12.7462962639827,1.2273056910762832,2.075880122415627
2012-03-31,14.862470696282344,1.6284109378543663,1.6044224136959102
2012-04-30,18.136793906411555,2.019660785453863,1.9950748037137043
2012-05-31,16.10242638672952,1.5359098969277358,1.6276048578416424
2012-06-30,17.27843991907093,1.1789180511968071,1.914464080375239
2012-07-31,19.72860864881121,1.3529566087799847,2.10024979791348
2012-08-31,19.038217161869113,1.5557481712192,1.7258103059810783
2012-09-30,15.002574173945758,1.8918822684776573,1.594990847400506
2012-10-31,15.172641958401474,1.3895783857023785,2.0241494726194276
2012-11-30,18.244646851561694,1.8217381936044106,1.9459535215981685
2012-12-31,18.43702398993046,1.5999480289730346,2.09486945957436
2013-01-31,14.308228205420583,1.30053570624482,1.7799913774758607
2013-02-28,13.73068837180263,1.5643373151732454,2.152189878625666
2013-03-31,16.970406543570686,1.3902089807608518,2.361194021986495
2013-04-30,20.55659687089462,1.4291999774499653,1.8353137188028668
2013-05-31,16.39064486247391,1.7534597290108707,2.0665529954508233
2013-06-30,17.66964611473013,1.457583975544875,2.091254179040446
2013-07-31,20.633633354368413,1.4520662437044578,2.0286615465015747
2013-08-31,16.76144942964888,1.5567450711542075,1.7176222247857544
2013-09-30,10.369394032378317,1.2960689858156322,2.0335884590803337
2013-10-31,17.661568498009636,1.3938650880452752,2.2754514965734614
2013-11-30,15.570472077021439,1.504063199646925,1.9612072258894675
2013-12-31,16.402080378239994,1.6408948148087208,2.133130687582466
2014-01-31,13.30473117817123,1.8047327552957055,1.7809947085146165
2014-02-28,16.237681042271838,1.4451206852955294,1.7902016645363026
2014-03-31,15.774638236078506,1.3518372453415204,2.0145814486552105
2014-04-30,17.2092578836581,1.7943858737946543,2.061476843725483
2014-05-31,14.166323979085526,1.4216760378560798,2.027995621222913
2014-06-30,16.280382488386454,1.7919178536456841,2.279070585951391
2014-07-31,14.923192221273217,1.3902715743627603,1.4885890791864282
2014-08-31,14.353238760033339,1.3043884587831431,1.9290351083810362
2014-09-30,17.174752727050333,1.5354384658397975,1.9940063985904914
2014-10-31,16.59874633326554,1.4747764453538017,2.039403786508695
2014-11-30,10.0,1.4461413020498493,1.9778298557893985
2014-12-31,14.976214851380243,1.4564107475794117,2.140662023561346
2015-01-31,14.205684005977524,1.9401404198434256,2.1376593860444175
2015-02-28,15.981078247258383,1.4586675393604867,1.982695542723573
2015-03-31,13.254078790168062,1.4809594921483982,2.055736703345411
2015-04-30,17.738624846719688,1.6159379558288667,1.945024490686813
2015-05-31,11.751753242434209,1.366179474753311,2.3224386085624777
2015-06-30,18.688174940229842,1.5739239172608348,1.847741151047975
2015-07-31,16.010935464921335,1.2488662628675036,1.8896126248607852
2015-08-31,24.264389974944415,1.4276720136269574,2.1913203862112023
2015-09-30,20.74382225789364,1.3269135456969692,1.7250624057955561
2015-10-31,21.28794036193644,1.5248111792893297,1.6799118933887456
2015-11-30,27.261606336512912,1.450636844611785,2.0137576665051955
2015-12-31,25.96773021399161,1.4131666959496818,2.2064959431506757
2016-01-31,15.416971819817094,1.618814051047814,1.9601775234485495
2016-02-29,16.87262316227477,1.5559325340315924,2.0499939878911064
2016-03-31,13.077076451137241,1.587175154109488,1.9362086021800808
2016-04-30,17.891464091469754,1.0695013111175393,1.7069767555890099
2016-05-31,17.090336686405085,1.8725855170210457,2.1670117493622474
2016-06-30,13.952647197400058,1.1615895169244088,2.148537244232324
2016-07-31,15.758250333871148,1.618140843578877,2.023059744442158
2016-08-31,16.088928775361484,2.0917250891786354,1.9987740077908842
2016-09-30,15.522264372240208,1.4757102649191955,1.8832926566584687
2016-10-31,18.970398684145938,1.4292491332437303,2.127188541128918
2016-11-30,16.85380908944067,1.7437971724264854,2.0840359193976723
2016-12-31,12.35984565715706,1.234702442989212,2.2816738292153804
2017-01-31,14.173867590206674,1.2358794840420695,1.8660762800260484
2017-02-28,19.793875860904024,1.2159574002102975,1.826700959248078
2017-03-31,13.999577473610442,1.249762025305361,1.7631345322976673
2017-04-30,11.445676074209025,1.4077625173726556,1.929018233651983
2017-05-31,13.952385537390082,1.1692604322064717,2.250667189371199
2017-06-30,12.012763512483518,1.5556067424045743,1.785046681376225
2017-07-31,18.004950600224582,1.6911664710334329,1.824477282674469
2017-08-31,10.228852810908622,1.6391574638279216,2.375160109342727
2017-09-30,17.2470836196773,1.5321088842959436,2.163952121922038
2017-10-31,18.295164537991052,1.3342022332477979,1.8681697378606703
2017-11-30,17.833370650167733,1.4711973305039414,2.2633211191727103
2017-12-31,13.886973558613725,1.6501219833736962,2.0685275962738454
2018-01-31,15.620687308871098,1.7351821543669215,2.136014306573486
2018-02-28,29.985098539853688,1.6280437360839695,2.27499812629884
2018-03-31,15.60866593304613,1.4502688299230053,1.866070570471295
2018-04-30,15.959188342973947,1.637240137210582,1.8364663400842505
2018-05-31,11.960927317788279,1.4248500178036148,1.72405500426825
2018-06-30,17.569655323847893,1.4146620460012398,1.6489196310898386
2018-07-31,14.954177455784471,1.4614770028411819,2.0898271226719434
2018-08-31,15.563909370537369,1.8737452913679618,1.8962592296922
2018-09-30,15.81280435425308,1.479417877147466,1.9434743231185954
2018-10-31,25.42727675503882,1.6082462594395346,2.268019740707287
2018-11-30,20.29223161781661,1.3979314252387758,1.9104457149295513
2018-12-31,27.813550892085118,1.4286673877853313,1.6209648813841362
2019-01-31,16.26319139159973,0.19326215369181218,2.035950313154263
2019-02-28,12.879511357061553,0.5438069362169007,1.9352280432429307
2019-03-31,15.435109424519,0.019998286038167834,1.8137995992250553
2019-04-30,12.331789120753644,0.12133782964376863,1.8084836322486733
2019-05-31,22.169402023675666,-0.17769847607736305,1.7743338903636412
2019-06-30,14.795756714628956,0.33469825561966493,1.9172486237239874
2019-07-31,18.02789017900893,0.0026392221419356265,2.0118582267789415
2019-08-31,21.232123261032502,0.006451120860104409,2.0839135351790787
2019-09-30,16.62078255784978,-0.250306997197574,1.8822058907058643
2019-10-31,19.393455715917966,0.22701553449693976,1.7575462074207873
2019-11-30,18.072331818746928,0.10417541093712951,2.0720101456161673
2019-12-31,17.130760343312893,-0.023739120229114563,2.15796560694686
2020-01-31,12.977473596294471,-0.061157173268328036,1.8234342024555925
2020-02-29,53.96172989841042,0.2218806312882525,3.845483253525512
2020-03-31,57.23445793718535,0.25029283680871883,3.8610403569788994
2020-04-30,57.666978752784566,0.43221367152929674,3.9802630606380975
2020-05-31,29.35505086510833,-0.15475427065127034,3.9184974815217064
2020-06-30,29.125479862303905,0.24907588145193837,1.9663147136739054
2020-07-31,30.732080814421483,0.5068180578607729,1.8940171802732646
2020-08-31,28.52708315230246,-0.06183306286051632,1.9982679066516829
2020-09-30,18.93043894740883,-0.1502140698384739,1.8668286065961226
2020-10-31,16.107821507511755,0.37002057670488747,2.076574047805373
2020-11-30,16.97639088454639,0.15513744280581981,2.096374851403743
2020-12-31,19.042911650600384,-0.1417983553098407,2.1457070801670266
2021-01-31,15.70372058239986,1.394002227157097,1.511384842824137
2021-02-28,11.858946029037103,1.8396117984494502,1.8622902935072891
2021-03-31,12.745693686240754,1.4087148087712815,1.8509705556282814
2021-04-30,16.373075897856747,1.8033947356493223,1.8826768098295572
2021-05-31,16.462870151655615,1.2705525717519528,2.3040332884413064
2021-06-30,16.56713032724233,1.2836361753418761,2.1808612440269286
2021-07-31,19.59996294574784,1.532291272681527,1.6721206064918448
2021-08-31,21.355506440549426,1.5620245041253051,2.234090859472291
2021-09-30,14.347320384648572,1.4202752150532199,2.022090621858113
2021-10-31,19.34020503410764,1.5285980056334323,1.7486332374932636
2021-11-30,16.785967590350023,1.8259068389021533,2.013161256492566
2021-12-31,16.388156571329446,1.2474912514432361,1.7194021824554322
2022-01-31,23.086923583560274,-0.5653035293237447,2.020812147002056
2022-02-28,25.49787092342253,-0.17961846979661433,2.011737487689982
2022-03-31,28.193268065232722,-0.5078658669289831,2.289780722325152
2022-04-30,19.388807563758398,-0.6197463533356858,2.196606679251848
2022-05-31,24.485211984229853,-0.31369407732240684,2.0770132205554543
2022-06-30,30.837630951139104,-0.37738645439423135,2.63472978676275
2022-07-31,32.477366161454654,-0.30270519625981196,2.698761341427282
2022-08-31,28.06125627635673,-0.6163700419633745,2.368087982345541
2022-09-30,30.25283379156904,-0.9876921128090048,2.238564362339143
2022-10-31,25.11023894236363,-0.5495242757387234,1.9737123926383333
2022-11-30,31.776163907767998,-0.37996495273408126,2.896916479691713
2022-12-31,31.186643406768347,-0.29392413376959436,2.9501352062061734
2023-01-31,14.28712573942771,-0.8006916798498789,1.953528520701452
2023-02-28,13.52502383845852,-0.5513690722048894,1.789956201948382
2023-03-31,17.703640202361992,-0.39740343008025514,1.9946154818863455
2023-04-30,16.93474451014864,-0.5284101454258365,2.1504067336534565
2023-05-31,16.20892224845607,-0.5530891249791546,2.1859168939885425
2023-06-30,19.782463807680287,-0.23250923487175745,1.8019450621361037
2023-07-31,14.396658375874907,-0.8402992189495384,1.9522869963592788
2023-08-31,17.248371443432877,-0.526560234902395,2.3861701734096603
2023-09-30,14.78246987466593,-0.7177017110977858,2.113700841333575
2023-10-31,16.449801485494483,-0.39007148083992293,2.060757586157238
2023-11-30,16.73129728159262,-0.9244597766085183,1.8547771944965308
2023-12-31,14.229025246141408,-0.5695928675869852,1.9103216723078118
2024-01-31,17.238456285063073,0.6201765017384039,1.7736718146497694
2024-02-29,18.060413220384035,0.6171536277334142,2.093154013207643
2024-03-31,11.746316535910992,0.5881164600577998,2.016519083907254
2024-04-30,18.88264022564153,0.8568713590602607,2.3176135771188524
2024-05-31,16.337932516719786,0.4996250616548459,2.1263896568018668
2024-06-30,12.65488013974168,0.20986337167903996,1.9054938815950002
2024-07-31,19.661706741143583,0.43377434034350565,2.300516181161887
2024-08-31,10.0,0.18255871464247386,1.9752622534288602
2024-09-30,18.664583624022626,0.48607538025598146,1.98086945110134
2024-10-31,15.634775514228725,0.14742045311978508,2.2316137748879705
2024-11-30,13.951705840487886,0.7179065314428906,1.9858953164075301
2024-12-31,19.204481161987246,0.5686515961955132,1.9786651018883514
2025-01-31,16.678784941206107,0.20540447817768476,2.001205865434207
2025-02-28,21.148120966336393,0.7616387127977431,1.8029952834603855
2025-03-31,17.51705755401377,0.5495959769495077,2.1634376560234814
2025-04-30,16.282458656566636,0.45329920137397994,2.2661261552721297
2025-05-31,16.64918970481603,0.7510928643892629,2.194877240668899
2025-06-30,15.026538275443276,0.46659994512856806,2.3859664867998047
2025-07-31,16.574446976319734,0.34827431532799513,1.7599913444029953
2025-08-31,18.92239730577327,0.5320587442192546,1.8415816098942033
2025-09-30,18.023754493709873,0.5319497390111843,1.6679049858474086
2025-10-31,17.766056664132435,0.7666381405686468,2.5119700461264944
2025-11-30,16.104707692186015,0.5465299316421093,2.321319361046961
2025-12-31,16.506166800809435,0.5550683726159845,1.8738763217138847
